id,x,y,type
66,0.553861758,0.89726598,target1
67,0.190223363,0.421521909,target1
68,0.500532354,0.773346822,target1
69,0.220586619,0.766041649,target1
70,0.24195275,0.363078103,target1
71,0.819321408,0.375293215,target1
72,0.468774901,0.862908718,target1
73,0.976936318,0.300454791,target1
74,0.724695805,0.429199108,target1
75,0.409961355,0.651800041,target1
76,0.870112236,0.450449849,target1
77,0.530681685,0.985508693,target1
78,0.247766971,0.80965409,target1
79,0.34891992,0.759902841,target1
80,0.494953684,0.925646376,target1
81,0.575926014,0.054948612,target1
82,0.148873187,0.732318881,target1
83,0.382613827,0.344851628,target1
84,0.961333458,0.860387662,target1
85,0.608721261,0.599431999,target1
86,0.170612594,0.280927382,target1
87,0.857371568,0.023174418,target1
88,0.068755995,0.220324376,target1
89,0.931829544,0.400248315,target1
90,0.63617885,0.918226077,target1
91,0.709905241,0.100019296,target1
92,0.679066357,0.921879465,target1
93,0.313918089,0.669879818,target1
94,0.063816946,0.777671792,target1
95,0.948611215,0.235881973,target1
96,0.30718623,0.998801168,target1
97,0.119522009,0.417412348,target1
98,0.487263713,0.465681568,target1
99,0.163711734,0.59190568,target1
100,0.652855245,0.557737819,target1
101,0.627431294,0.766744858,target1
102,0.523157749,0.156746925,target1
103,0.097617035,0.330814096,target1
104,0.793603591,0.394263952,target1
105,0.790271357,0.130331053,target1
106,0.05741955,0.125356748,target1
107,0.417035563,0.345871645,target1
108,0.129473049,0.460035854,target1
109,0.695982947,0.538758389,target1
110,0.670775045,0.763704797,target1
111,0.173821113,0.148098254,target1
112,0.443027318,0.739049383,target1
113,0.94533209,0.696678994,target1
114,0.400243049,0.489270662,target1
115,0.07513495,0.229723467,target1
116,0.942682063,0.181350017,target1
117,0.594782764,0.268935788,target1
118,0.767076498,0.32842365,target1
119,0.998577918,0.942650996,target1
120,0.808345087,0.726073859,target1
121,0.042804065,0.819751672,target1
122,0.880969123,0.727127559,target1
123,0.765399724,0.681974225,target1
124,0.091778056,0.970503161,target1
125,0.88736906,0.077624732,target1
126,0.217193047,0.170197157,target1
127,0.292041526,0.918236559,target1
128,0.306542055,0.938847433,target1
129,0.499401681,0.774531967,target1
130,0.993051485,0.004933939,target1
131,0.076868055,0.125304133,target1
132,0.352509554,0.911672446,target1
133,0.386350292,0.806398956,target1
134,0.94088488,0.302913517,target1
135,0.105092287,0.659112968,target1
136,0.554784164,0.047118666,target1
137,0.393206843,0.755455505,target1
138,0.479272263,0.847070468,target1
139,0.777184966,0.823205725,target1
140,0.611270837,0.462633369,target1
141,0.740479988,0.459952879,target1
142,0.23372075,0.242917432,target1
143,0.304251934,0.506051087,target1
144,0.663267822,0.805828164,target1
145,0.322060833,0.376252122,target1
146,0.841548806,0.569696343,target1
147,0.546987541,0.311060253,target1
148,0.515187371,0.002400377,target1
149,0.697726241,0.002450329,target1
150,0.194891452,0.618219518,target1
151,0.452676799,0.955042457,target1
152,0.061680238,0.101951895,target1
153,0.948946597,0.459023398,target1
154,0.509657216,0.433798224,target1
155,0.490963618,0.261622735,target1
156,0.418057725,0.878956739,target1
157,0.34366527,0.614389768,target1
158,0.046400622,0.390636677,target1
159,0.837617058,0.812672221,target1
160,0.160158816,0.780429083,target1
161,0.498220647,0.751235723,target1
162,0.011564383,0.512321932,target1
163,0.801664531,0.205017542,target1
164,0.740301569,0.365285825,target1
165,0.888295631,0.628885045,target1
166,0.997504334,0.869916962,target1
167,0.024999889,0.04039205,target1
168,0.684888013,0.566006933,target1
169,0.83628805,0.34701549,target1
170,0.183298436,0.660805406,target1
171,0.775915683,0.373582639,target1
172,0.078995775,0.799849025,target1
173,0.638546828,0.14539198,target1
174,0.435668909,0.642435346,target1
175,0.390147957,0.52625211,target1
176,0.775253183,0.915473304,target1
177,0.389464738,0.619308577,target1
178,0.929334452,0.055044391,target1
179,0.366669887,0.143348642,target1
180,0.827538586,0.284789912,target1
181,0.169951321,0.579544887,target1
182,0.24219348,0.094376785,target1
183,0.041473704,0.006073643,target1
184,0.346834605,0.521995899,target1
185,0.197287135,0.998206411,target1
186,0.990904595,0.973524918,target1
187,0.440749775,0.960699314,target1
188,0.595854747,0.457861666,target1
189,0.874593231,0.892871673,target1
190,0.364204211,0.836497361,target1
191,0.247665594,0.563810173,target1
192,0.584906474,0.156769713,target1
193,0.699929981,0.832251147,target1
194,0.593793223,0.208168886,target1
195,0.564006355,0.110227049,target1
196,0.112611969,0.935183597,target1
197,0.217627572,0.09358621,target1
198,0.526266198,0.373469969,target1
199,0.016069405,0.066558385,target1
200,0.194638549,0.241253364,target1
201,0.538654952,0.056870564,target1
202,0.147297112,4.96E-04,target1
203,0.422310199,0.447860326,target1
204,0.915055277,0.676239206,target1
205,0.350093195,0.047773616,target1
206,0.924543825,0.575650756,target1
207,0.976215987,0.259407044,target1
208,0.855475862,0.019958687,target1
209,0.641666411,0.295613912,target1
210,0.319663102,0.639951351,target1
211,0.951444835,0.925384475,target1
212,0.223902486,0.675021265,target1
213,0.040231409,0.532735841,target1
214,0.440059126,0.448820655,target1
215,0.347970132,0.999735402,target1
216,0.842909703,0.215681186,target1
217,0.061207055,0.721922932,target1
218,0.325869365,0.709507806,target1
219,0.962873554,0.198221358,target1
220,0.387805052,0.198618295,target1
221,0.047787936,0.071226095,target1
222,0.202663367,0.848934887,target1
223,0.984604613,0.171905659,target1
224,0.977635308,0.269587466,target1
225,0.040365892,0.862989391,target1
226,0.448693053,0.917859166,target1
227,0.77998307,0.301189032,target1
228,0.927821669,0.869414628,target1
229,0.736995843,0.923401541,target1
230,0.61493323,0.772890835,target1
231,0.585892669,0.718535558,target1
232,0.403341891,0.738171666,target1
233,0.030245032,0.931180927,target1
234,0.294840538,0.405590473,target1
235,0.022844423,0.098241566,target1
236,0.946002222,0.895726863,target1
237,0.268061972,0.365296456,target1
238,0.67775463,0.129863607,target1
239,0.642298786,0.899830319,target1
240,0.702660266,0.79122684,target1
241,0.647130081,0.665820814,target1
242,0.28372086,0.898681273,target1
243,0.275769862,0.626174804,target1
244,0.900993454,0.555147981,target1
245,0.530911525,0.629409597,target1
246,0.155885651,0.982633175,target1
247,0.768576448,0.730883707,target1
248,0.854221452,0.236595748,target1
249,0.644894224,0.540773834,target1
250,0.116713962,0.637771902,target1
251,0.739531769,0.836565718,target1
252,0.568549233,0.093951838,target1
253,0.814450449,0.312012412,target1
254,0.834686978,0.623278723,target1
255,0.165004652,0.45902225,target1
256,0.849332169,0.594552426,target1
257,0.392562855,0.915974358,target1
258,0.138601138,0.939487465,target1
259,0.822182056,0.418399973,target1
260,0.080356611,0.043855826,target1
261,0.289977878,0.887890561,target1
262,0.786106233,0.43392513,target1
263,0.326182627,0.069574749,target1
264,0.503316504,0.652096989,target1
265,0.086391625,0.419305666,target1
266,0.387978062,0.684685393,target1
267,0.255430537,0.474780042,target1
268,0.874688824,0.900969035,target1
269,0.10729598,0.539588264,target1
270,0.148411351,0.373682941,target1
271,0.682256101,0.255861426,target1
272,0.725523119,0.982575799,target1
273,0.658560283,0.601013485,target1
274,0.521415524,0.753390733,target1
275,0.196278804,0.277157823,target1
276,0.467514239,0.584083928,target1
277,0.560739007,0.841866648,target1
278,0.751136351,0.474643683,target1
279,0.166685693,0.019475347,target1
280,0.057541106,0.395227457,target1
281,0.780564544,0.706621692,target1
282,0.866578354,0.417534159,target1
283,0.040869804,0.187696642,target1
284,0.694037711,0.14618552,target1
285,0.908937208,0.166572851,target1
286,0.759679592,0.058778104,target1
287,0.283059122,0.982506429,target1
288,0.382240173,0.256414536,target1
289,0.453117193,0.018472943,target1
290,0.999269857,0.786342081,target1
291,0.384404268,0.59212941,target1
292,0.491872244,0.251513226,target1
293,0.02976246,0.304570677,target1
294,0.425843752,0.108987534,target1
295,0.148605277,0.862168614,target1
296,0.418024614,0.658483661,target1
297,0.250796075,0.135206128,target1
298,0.407505593,0.782310258,target1
299,0.96893301,0.37074941,target1
300,0.297044411,0.477282131,target1
301,0.594106907,0.554425196,target1
302,0.214838873,0.351113357,target1
303,0.945094037,0.260649423,target1
304,0.083336384,0.529402295,target1
305,0.7181084,0.834776065,target1
306,0.936927158,0.7887118,target1
307,0.411548756,0.417220035,target1
308,0.248992069,0.563166808,target1
309,0.418023745,0.968892679,target1
310,0.025169944,0.65375908,target1
311,0.189071868,0.70945994,target1
312,0.120837441,0.131749736,target1
313,0.803351156,0.872006321,target1
314,0.103248517,0.621688165,target1
315,0.406877215,0.23978883,target1
316,0.254493873,0.770640663,target1
317,0.908820546,0.941357935,target1
318,0.199876549,0.604978989,target1
319,0.800385532,0.213538216,target1
320,0.132024699,0.599125955,target1
321,0.246276832,0.591944613,target1
322,0.081204981,0.44937515,target1
323,0.551283075,0.438571754,target1
324,0.340140337,0.622878758,target1
325,0.027640547,0.615835467,target1
326,0.624982834,0.04513203,target1
327,0.118959736,0.852951734,target1
328,0.320283093,0.855034533,target1
329,0.676468909,0.864601308,target1
330,0.01659456,0.766739726,target1
331,0.673915029,0.438826678,target1
332,0.674238597,0.722032305,target1
333,0.870605728,0.640605651,target1
334,0.050478839,0.657886967,target1
335,0.71014151,0.245445353,target1
336,0.128771876,0.647644105,target1
337,0.988895308,0.886342633,target1
338,0.363429634,0.217416454,target1
339,0.336737954,0.149537832,target1
340,0.659083221,0.321983513,target1
341,0.536536461,0.535917911,target1
342,0.152487903,0.851122397,target1
343,0.169952063,0.712827966,target1
344,0.473605763,0.025604272,target1
345,0.502743057,0.965372879,target1
346,0.632800392,0.343104618,target1
347,0.353002443,0.907625049,target1
348,0.407671181,0.876607415,target1
349,0.360549404,0.962969512,target1
350,0.437596447,0.108912729,target1
351,0.774352736,0.436578843,target1
352,0.092417173,0.490742001,target1
353,0.706012034,0.435596031,target1
354,0.711772269,0.73052081,target1
355,0.24778964,0.036258696,target1
356,0.677201135,0.661432815,target1
357,0.971848003,0.812319044,target1
358,0.167149376,0.831379382,target1
359,0.433704998,0.880524083,target1
360,0.356024034,0.162637696,target1
361,0.077423756,0.231269399,target1
362,0.195633246,0.898096678,target1
363,0.580520407,0.94098162,target1
364,0.6981665,0.339668088,target1
365,0.989165791,0.843039487,target1
366,0.101144416,0.980436478,target1
367,0.914030217,0.738908661,target1
368,0.157510753,0.876724905,target1
369,0.432623978,0.326139327,target1
370,0.650368348,0.040787679,target1
371,0.261599744,0.933007332,target1
372,0.965342738,0.067841943,target1
373,0.596777228,0.713908785,target1
374,0.401029427,0.875878593,target1
375,0.02935123,0.735178308,target1
376,0.845767223,0.88080997,target1
377,0.205778223,0.960354779,target1
378,0.703465429,0.37610792,target1
379,0.861446862,0.156036695,target1
380,0.425436162,0.726716021,target1
381,0.821123179,0.766794408,target1
382,0.026132017,0.524014117,target1
383,0.270109723,0.998793166,target1
384,0.437211339,0.49053129,target1
385,0.304792214,0.733269084,target1
386,0.867728217,0.00637823,target1
387,0.485862125,0.949352799,target1
388,0.071535184,0.791363053,target1
389,0.28652603,0.159506587,target1
390,0.094814563,0.768743467,target1
391,0.923622178,0.194033689,target1
392,0.648763949,0.015467656,target1
393,0.249085702,0.545616012,target1
394,0.244232765,0.900445366,target1
395,0.579950747,0.235334275,target1
396,0.495546962,0.30424934,target1
397,0.25063285,0.923558917,target1
398,0.9800374,0.821911577,target1
399,0.903637956,0.64203095,target1
400,0.427722378,0.914141111,target1
401,0.375749041,0.021301902,target1
402,0.637593326,0.998997369,target1
403,0.924908647,0.685665255,target1
404,0.724513847,0.976373096,target1
405,0.151321705,0.797783602,target1
406,0.113554425,0.761418178,target1
407,0.973430162,0.406610792,target1
408,0.833065729,0.500009541,target1
409,0.875940768,0.643205552,target1
410,0.591927994,0.72841903,target1
411,0.673285368,0.553423151,target1
412,0.520295463,0.696426016,target1
413,0.543990001,0.707894209,target1
414,0.527840693,0.384884184,target1
415,0.190051666,0.399316884,target1
416,0.611398749,0.511172536,target1
417,0.306245129,0.005283521,target1
418,0.154157157,0.849588512,target1
419,0.712252317,0.132223593,target1
420,0.872084131,0.406809511,target1
421,0.586269234,0.547752479,target1
422,0.413545532,0.634916646,target1
423,0.824217692,0.146087124,target1
424,0.517231715,0.728243836,target1
425,0.997115335,0.803896697,target1
426,0.721918783,0.725571841,target1
427,0.959812933,0.498982546,target1
428,0.880399546,0.401451088,target1
429,0.239646905,0.143915577,target1
430,0.417982841,0.522482965,target1
431,0.008339395,0.548642844,target1
432,0.794970963,0.632988242,target1
433,0.170834447,0.898891839,target1
434,0.836525515,0.122951139,target1
435,0.725233264,0.206695923,target1
436,0.590190422,0.937837714,target1
437,0.935060903,0.145596913,target1
438,0.541405594,0.492225196,target1
439,0.7448759,0.721393795,target1
440,0.326982698,0.233918676,target1
441,0.66194754,0.371767504,target1
442,0.550100595,0.132384776,target1
443,0.555148725,0.268963093,target1
444,0.691090479,0.023681103,target1
445,0.618265536,0.790990324,target1
446,0.811338843,0.303451268,target1
447,0.362340018,0.838780029,target1
448,0.606500058,0.584394987,target1
449,0.410445307,0.891439834,target1
450,0.884267362,0.174825583,target1
451,0.473769758,0.254505341,target1
452,0.941060322,0.609372539,target1
453,0.697807203,0.082895751,target1
454,0.257489588,0.121082098,target1
455,0.433333874,0.04605069,target1
456,0.673075781,0.524976362,target1
457,0.020483375,0.082730168,target1
458,0.891139931,0.863036462,target1
459,0.385893353,0.521785954,target1
460,0.127555262,0.111504333,target1
461,0.584213888,0.769180295,target1
462,0.940608876,0.60229422,target1
463,0.790411987,0.025370887,target1
464,0.165140065,0.750376847,target1
465,0.231606364,0.508043799,target1
466,0.956957114,0.008639914,target1
467,0.514804918,0.681647919,target1
468,0.685690842,0.169513121,target1
469,0.05014123,0.895332193,target1
470,0.018251118,0.925272693,target1
471,0.124001145,0.7359508,target1
472,0.360129297,0.386900698,target1
473,0.293537269,0.96805542,target1
474,0.178763426,0.616828064,target1
475,0.394408795,0.756116446,target1
476,0.48583745,0.52448821,target1
477,0.847353834,0.062003422,target1
478,0.510796444,0.275608577,target1
479,0.807639005,0.762010219,target1
480,0.716905066,0.582480296,target1
481,0.215915277,0.930333221,target1
482,0.063400641,0.895602163,target1
483,0.66793565,0.278975915,target1
484,0.492262962,0.732983886,target1
485,0.872087547,0.910435823,target1
486,0.888709798,0.371230626,target1
487,0.076643337,0.501261943,target1
488,0.341046059,0.009701121,target1
489,0.008424696,0.451901042,target1
490,0.553793698,0.07651653,target1
491,0.812395942,0.459875649,target1
492,0.268725831,0.616234228,target1
493,0.9846198,0.216060604,target1
494,0.520921348,0.894624795,target1
495,0.571269283,0.071641668,target1
496,0.134387895,0.086238485,target1
497,0.951777892,0.223025671,target1
498,0.858006498,0.142133318,target1
499,0.998630973,0.773202694,target1
500,0.596490102,0.252027796,target1
501,0.992880922,0.195572154,target1
502,0.250500898,0.944480326,target1
503,0.06355551,0.120097915,target1
504,0.685993303,0.10985832,target1
505,0.533219146,0.913906859,target1
506,0.888139314,0.999248909,target1
507,0.269917624,0.463219196,target1
508,0.678479767,0.367626753,target1
509,0.063587361,0.964007196,target1
510,0.061046298,0.094985005,target1
511,0.478032876,0.895949153,target1
512,0.852987527,0.543025369,target1
513,0.139681692,0.224239639,target1
514,0.152831163,0.881185477,target1
515,0.455618315,0.622075695,target1
516,0.579267342,0.787635803,target1
517,0.621526553,0.809697832,target1
518,0.84800931,0.857990889,target1
519,0.909890903,0.942731577,target1
520,0.463795229,0.448040704,target1
521,0.397589173,0.293710208,target1
522,0.73439104,0.254492415,target1
523,0.207971635,0.91760889,target1
524,0.547559609,0.427596254,target1
525,0.996380362,0.11908824,target1
526,0.17812294,0.925485311,target1
527,0.698059843,0.366909222,target1
528,0.558519781,0.417474948,target1
529,0.707812697,0.60264707,target1
530,0.073736423,0.13337219,target1
531,0.3726961,0.33651945,target1
532,0.885154881,0.16653922,target1
533,0.260013029,0.194548853,target1
534,0.361261839,0.798376873,target1
535,0.221226435,0.290277086,target1
536,0.22719376,0.134637899,target1
537,0.294748747,0.068968797,target1
538,0.705767061,0.76185715,target1
539,0.338111555,0.96503211,target1
540,0.772820357,0.268551028,target1
541,0.445071683,0.07750208,target1
542,0.827552248,0.684393386,target1
543,0.29969271,0.840797501,target1
544,0.836775641,0.442264262,target1
545,0.354868421,0.03440324,target1
546,0.976407947,0.585908561,target1
547,0.600552382,0.677566228,target1
548,0.765807664,0.888413016,target1
549,0.550807754,0.760974948,target1
550,0.510736882,0.359813546,target1
551,0.911341691,0.907822004,target1
552,0.475521585,0.392218823,target1
553,0.562843957,0.865847688,target1
554,0.867839492,0.029947458,target1
555,0.647438843,0.169939292,target1
556,0.136982018,0.714711157,target1
557,0.921048113,0.324309776,target1
558,0.276262426,0.981347186,target1
559,0.601826598,0.710743216,target1
560,0.817848804,0.915658321,target1
561,0.547566432,0.308587002,target1
562,0.695397975,0.236240674,target1
563,0.424979466,0.808091237,target1
564,0.386680385,0.719951465,target1
565,0.30405445,0.46799492,target1
566,0.90338603,0.247767426,target1
567,0.362265623,0.428068151,target1
568,0.843181045,0.008696722,target1
569,0.327393431,0.821719485,target1
570,0.382069671,0.238413757,target1
571,0.560948387,0.914227796,target1
572,0.335175739,0.350207324,target1
573,0.104687262,0.307262033,target1
574,0.879994254,0.352535469,target1
575,0.578907303,0.848879179,target1
576,0.779995922,0.062883122,target1
577,0.327502463,0.807768647,target1
578,0.774419552,0.802948236,target1
579,0.011148012,0.767018318,target1
580,0.319408557,0.857802116,target1
581,0.048706145,0.834807527,target1
582,0.541249414,0.39225299,target1
583,0.88780719,0.036793325,target1
584,0.331606178,0.883832181,target1
585,0.735295128,7.54E-04,target1
586,0.087715806,0.486642494,target1
587,0.348993572,0.347458612,target1
588,0.094619705,0.72502693,target1
589,0.935991285,0.569286685,target1
590,0.732538728,0.084986948,target1
591,0.920736251,0.566077353,target1
592,0.771989105,0.360423048,target1
593,0.014367351,0.724797847,target1
594,0.813041831,0.784768538,target1
595,0.58874156,0.127876396,target1
596,0.723199826,0.139293789,target1
597,0.52388041,0.166359947,target1
598,0.752433435,0.980197848,target1
599,0.433619126,0.165283213,target1
600,0.374199626,0.485222715,target1
601,0.314705102,0.314551399,target1
602,0.876971687,0.656615673,target1
603,0.814671142,0.624651432,target1
604,0.306612702,0.943038139,target1
605,0.541235793,0.173608579,target1
606,0.689246435,0.62658204,target1
607,0.263091768,0.591029516,target1
608,0.660068646,0.276538422,target1
609,0.643790761,0.709892185,target1
610,0.353194218,0.675945332,target1
611,0.65369275,0.998855722,target1
612,0.998040912,0.091322133,target1
613,0.165496363,0.105699296,target1
614,0.626874806,0.940342763,target1
615,0.33543345,0.972944481,target1
616,0.144300346,0.837767994,target1
617,0.738902018,0.348316401,target1
618,0.052855773,0.192058353,target1
619,0.421017635,0.605958506,target1
620,0.17332512,0.58529374,target1
621,0.317945474,0.439133735,target1
622,0.633990488,0.24164492,target1
623,0.869293362,0.235464145,target1
624,0.956817806,0.235839562,target1
625,0.940722006,0.594391485,target1
626,0.004615009,0.867988479,target1
627,0.972434706,0.425886808,target1
628,0.839192048,0.965806278,target1
629,0.557365908,0.383600744,target1
630,0.42678136,0.144977813,target1
631,0.812359192,0.199128055,target1
632,0.241259233,0.972603452,target1
633,0.025230827,0.121496818,target1
634,0.790023806,0.982048254,target1
635,0.62740358,0.785758296,target1
636,0.568355561,0.109934778,target1
637,0.690363014,0.719857376,target1
638,0.105790848,0.605195067,target1
639,0.234216359,0.8985615,target1
640,0.483853767,0.350827351,target1
641,0.929722686,0.076623994,target1
642,0.799177703,0.093436218,target1
643,0.686339996,0.999183061,target1
644,0.749230649,0.597352742,target1
645,0.391296655,0.142808701,target1
646,0.511372608,0.892786856,target1
647,0.211733224,0.6110143,target1
648,0.779787715,0.353058381,target1
649,0.352875147,0.858433068,target1
650,0.470024155,0.315092887,target1
651,0.797744091,0.735827299,target1
652,0.520673014,0.557120311,target1
653,0.316202669,0.531165168,target1
654,0.271643933,0.596848061,target1
655,0.577574969,0.066065317,target1
656,0.548528745,0.483348601,target1
657,0.593902736,0.224345593,target1
658,0.775182195,0.308550716,target1
659,0.125612225,0.639273152,target1
660,0.796048705,0.584398444,target1
661,0.731645173,0.763056701,target1
662,0.094359218,0.268508795,target1
663,0.768719857,0.357658913,target1
664,0.408966194,0.316135975,target1
665,0.062065312,0.255004995,target1
666,0.595377274,0.241442962,target1
667,0.194918789,0.257594677,target1
668,0.84106146,0.742364532,target1
669,0.777204799,0.409789598,target1
670,0.620840629,0.543179413,target1
671,0.949263585,0.800656347,target1
672,0.511582579,0.902808751,target1
673,0.002403538,0.623897657,target1
674,0.370986663,0.903922126,target1
675,0.965667129,0.242542904,target1
676,0.83226015,0.371194297,target1
677,0.707548782,0.425028458,target1
678,0.144921366,0.200877362,target1
679,0.543523322,0.741537862,target1
680,0.430888258,0.905021436,target1
681,0.937151863,0.195577133,target1
682,0.799141489,0.068423836,target1
683,0.420640177,0.455591558,target1
684,0.805389832,0.731004083,target1
685,0.072159569,0.934904483,target1
686,0.16023886,0.344595435,target1
687,0.468564029,0.115016893,target1
688,0.608084475,0.989981111,target1
689,0.177871036,0.625845618,target1
690,0.015082146,0.936703937,target1
691,0.681296482,0.482484979,target1
692,0.560424562,0.866408118,target1
693,0.103769295,0.166022428,target1
694,0.591004942,0.030643845,target1
695,0.618472651,0.980592204,target1
696,0.980662335,0.68186178,target1
697,0.659303655,0.255172004,target1
698,0.050182844,0.16770592,target1
699,0.108837313,0.319192195,target1
700,0.159224659,0.637546512,target1
701,0.414409458,0.458343128,target1
702,0.902731879,0.15069079,target1
703,0.470110055,0.636451368,target1
704,0.316793875,0.681651996,target1
705,0.569973737,0.305738999,target1
706,0.881610721,0.507520278,target1
707,0.69938858,0.863490324,target1
708,0.055669592,0.666463746,target1
709,0.52640783,0.325690264,target1
710,0.696105528,0.569261995,target1
711,0.355968871,0.794589315,target1
712,0.505901742,0.529214538,target1
713,0.77582354,0.060985803,target1
714,0.703035354,0.53024714,target1
715,0.469910734,0.828286254,target1
716,0.321719642,0.150108026,target1
717,0.32837603,0.680162865,target1
718,0.660685258,0.928200527,target1
719,0.216411958,0.063618519,target1
720,0.555466101,0.353408658,target1
721,0.89709825,0.530378993,target1
722,0.499043639,0.205923141,target1
723,0.175442175,0.630229599,target1
724,0.461533835,0.01847872,target1
725,0.537356013,0.5713172,target1
726,7.93E-05,0.055975299,target1
727,0.307977802,0.943295112,target1
728,0.301444638,0.113942606,target1
729,0.21017719,0.134924826,target1
730,0.506319907,0.609991758,target1
731,0.062890827,0.873802327,target1
732,0.829404363,0.972493042,target1
733,0.987125841,0.715805093,target1
734,0.337174653,0.994537146,target1
735,0.368521989,0.062604875,target1
736,0.806887793,0.895911569,target1
737,0.535674917,0.254462779,target1
738,0.496258668,0.213064895,target1
739,0.398997069,0.089542665,target1
740,0.611864954,0.717200894,target1
741,0.459488632,0.257125917,target1
742,0.772998018,0.107588558,target1
743,0.910744715,0.628020191,target1
744,0.958415058,0.615237698,target1
745,0.460084003,0.350875641,target1
746,0.782044533,0.083576703,target1
747,0.552756532,0.593676085,target1
748,0.965147754,0.098682302,target1
749,0.427387278,0.762730576,target1
750,0.396766491,0.919508295,target1
751,0.7542624,0.650651967,target1
752,0.224019007,0.846987021,target1
753,0.006046126,0.637643102,target1
754,0.151648766,0.248822948,target1
755,0.342513733,0.673878946,target1
756,0.116420792,0.191851345,target1
757,0.019935498,0.687447967,target1
758,0.727436779,0.081555815,target1
759,0.783284548,0.583250211,target1
760,0.36950341,0.979781618,target1
761,0.273417024,0.023002615,target1
762,0.785402048,0.461097432,target1
763,0.865115531,0.041064119,target1
764,0.606783408,0.735593111,target1
765,0.175247223,0.986581729,target1
766,0.371027902,0.51631024,target1
767,0.670883681,0.7531931,target1
768,0.400690722,0.329686585,target1
769,0.927384902,0.111625372,target1
770,0.761255012,0.144157383,target1
771,0.472809983,0.429001748,target1
772,0.827455659,0.278767494,target1
773,0.390418622,0.548894365,target1
774,0.677911494,0.58635139,target1
775,0.664729383,0.60461803,target1
776,0.040226828,0.268592699,target1
777,0.298040993,0.373419975,target1
778,0.003139801,0.87013687,target1
779,0.359787375,0.12593924,target1
780,0.251036492,0.562931275,target1
781,0.139842778,0.475233556,target1
782,0.839813705,0.688595158,target1
783,0.173217242,0.088612273,target1
784,0.096411571,0.967530651,target1
785,0.633929855,0.618271282,target1
786,0.596098596,0.337410725,target1
787,0.624306765,0.151943602,target1
788,0.364388417,0.279189492,target1
789,0.276193446,0.185828364,target1
790,0.750916078,0.523571003,target1
791,0.011844937,0.922675636,target1
792,0.652648172,0.946728754,target1
793,0.451067754,0.7854091,target1
794,0.006844974,0.93583722,target1
795,0.861499059,0.975000372,target1
796,0.584716329,0.127706573,target1
797,0.874336981,0.542854659,target1
798,0.56580817,0.870790137,target1
799,0.274020269,0.661080442,target1
800,0.408540378,0.998716979,target1
801,0.682407649,0.719294915,target1
802,0.732061938,0.331424519,target1
803,0.621847889,0.031078212,target1
804,0.751205252,0.72679928,target1
805,0.253429908,0.940304469,target1
806,0.756760119,0.659752369,target1
807,0.975455082,0.221846683,target1
808,0.245641207,0.168722265,target1
809,0.228212589,0.504597692,target1
810,0.670149175,0.594416789,target1
811,0.956597391,0.072440594,target1
812,0.906328309,0.560813953,target1
813,0.645677283,0.508442531,target1
814,0.554840797,0.49096283,target1
815,0.890343494,0.511810625,target1
816,0.066551283,0.083955725,target1
817,0.705954501,0.472130769,target1
818,0.732148913,0.781380517,target1
819,0.362596503,0.655556471,target1
820,0.868927094,0.448490389,target1
821,0.732922375,0.138609169,target1
822,0.188563233,0.45061128,target1
