id,x,y,type
99,0.412933992,0.508205627,target
100,0.530141971,0.176671505,target
101,0.716878376,0.319147021,target
102,0.107531213,0.637465772,target
103,0.364889711,0.546921241,target
104,0.157154452,0.181162233,target
105,0.02271333,0.866086824,target
106,0.610898339,0.739369722,target
107,0.056449551,0.446487796,target
108,0.360136647,0.483801059,target
109,0.223491751,0.593597067,target
110,0.716141915,0.660760159,target
111,0.826388506,0.251862274,target
112,0.765862012,0.638445035,target
113,0.571417873,0.466253794,target
114,0.987367089,0.181368086,target
115,0.462749591,0.331682924,target
116,0.564929231,0.774978122,target
117,0.15535244,0.239128079,target
118,0.572259137,0.511657679,target
119,0.363540814,0.963373096,target
120,0.015995971,0.892323884,target
121,0.615007564,0.565568995,target
122,0.530102728,0.2069326,target
123,0.387768725,0.781072583,target
124,0.900895787,0.222365379,target
125,0.516079284,0.613164108,target
126,0.476600456,0.104386738,target
127,0.208686673,0.367902003,target
128,0.067691178,0.452971708,target
129,0.948323821,0.991019836,target
130,0.754424564,0.306850373,target
131,0.660929416,0.262285288,target
132,0.730705959,0.273438148,target
133,0.194780209,0.379881744,target
134,0.199732509,0.483467191,target
135,0.23319304,0.349925264,target
136,0.837714899,0.575943429,target
137,0.278451985,0.121402869,target
138,0.495461995,0.847393852,target
139,0.662345131,0.381605743,target
140,0.712771359,0.820547686,target
141,0.56573146,0.022619525,target
142,0.198676404,0.969168156,target
143,0.714577794,0.482798718,target
144,0.57652018,0.482467253,target
145,0.657000392,0.90340171,target
146,0.369597419,0.118992125,target
147,0.302735896,0.584511734,target
148,0.666313007,0.195995074,target
149,0.3973234,0.399858829,target
150,0.100350777,0.860360107,target
151,0.528151755,0.623534266,target
152,0.137045506,0.409348028,target
153,0.630294792,0.914873526,target
154,0.541037599,0.808856779,target
155,0.350258542,0.102701383,target
156,0.620293669,0.981462478,target
157,0.261633068,0.21390905,target
158,0.715535003,0.660980387,target
159,0.558776334,0.791111253,target
160,8.89E-04,0.534790794,target
161,0.011874523,0.074198674,target
162,0.544518779,0.302823169,target
163,0.528488091,0.496619668,target
164,0.079960213,0.955374668,target
165,0.623775138,0.933532353,target
166,0.753099104,0.013849885,target
167,0.850558189,0.425230484,target
168,0.576618924,0.665751001,target
169,0.386288257,0.845887666,target
170,0.066609066,0.557368961,target
171,0.981522128,0.953482447,target
172,0.324000707,0.747475887,target
173,0.791124969,0.588169823,target
174,0.467334774,0.715342696,target
175,0.994276579,0.869280141,target
176,0.50691715,0.200106568,target
177,0.80344474,0.230081384,target
178,0.26961568,0.044282421,target
179,0.769538998,0.269386482,target
180,0.934672817,0.230543029,target
181,0.482897482,0.940861461,target
182,0.598643628,0.369054603,target
183,0.243607386,0.231285446,target
184,0.892398806,0.84387144,target
185,0.750867459,0.999078469,target
186,0.649086278,0.06814738,target
187,0.875334241,0.531535756,target
188,0.855099799,0.453762157,target
189,0.786480916,0.856381773,target
190,0.434916948,0.772106965,target
191,0.655477264,0.488362887,target
192,0.602017438,0.493758501,target
193,0.001475009,0.597112226,target
194,0.513823936,0.607299987,target
195,0.640176698,0.596461007,target
196,0.013892491,0.727437371,target
197,0.31297101,0.795312051,target
198,0.964633943,0.053625181,target
199,0.605711952,0.703445744,target
200,0.585901213,0.571955933,target
201,0.016978122,0.0306944,target
202,0.545418641,0.126037112,target
203,0.378433155,0.43790953,target
204,0.156804922,0.290880863,target
205,0.243923029,0.239854396,target
206,0.810838637,0.027368543,target
207,0.129131185,0.260732974,target
208,0.988107168,0.975696936,target
209,0.363416761,0.574689506,target
210,0.89880862,0.257970673,target
211,0.963499238,0.902500626,target
212,0.239058987,0.799338023,target
213,0.135394792,0.131712556,target
214,0.73907969,0.344366888,target
215,0.510862333,0.175458862,target
216,0.375598681,0.723980241,target
217,0.921105999,0.589737323,target
218,0.089586815,0.586191315,target
219,0.058301671,0.303051195,target
220,0.248985217,0.436753809,target
221,0.595113699,0.399332245,target
222,0.834397528,0.657172149,target
223,0.173203789,0.39693454,target
224,0.155665786,0.796040816,target
225,0.304997376,0.772689216,target
226,0.522683512,0.34317479,target
227,0.737225044,0.46211183,target
228,0.53487309,0.062128952,target
229,0.561295524,0.204091612,target
230,0.135716321,0.387821093,target
231,0.240527414,0.418714352,target
232,0.302919117,0.15693933,target
233,0.130889256,0.338490975,target
234,0.128221558,0.093073909,target
235,0.389304971,0.548773533,target
236,0.156996273,0.48809761,target
237,0.038244201,0.380508778,target
238,0.404480961,0.470116519,target
239,0.233231585,0.707900911,target
240,0.982729482,0.07193038,target
241,0.552465927,0.598739205,target
242,0.276431524,0.465671956,target
243,0.373229763,0.384027958,target
244,0.910207401,0.912041913,target
245,0.301748669,0.564000048,target
246,0.641289586,0.838784857,target
247,0.055080416,0.499049884,target
248,0.025380751,0.916481435,target
249,0.4576354,0.809934425,target
250,0.121606733,0.971751851,target
251,0.905961625,0.566290756,target
252,0.222162445,0.024260244,target
253,0.29385259,0.436739173,target
254,0.066552726,0.055040039,target
255,0.03450985,0.226587703,target
256,0.233067241,0.773686454,target
257,0.894878114,0.895140932,target
258,0.078660023,0.605002156,target
259,0.943251219,0.335170842,target
260,0.309254525,0.043889353,target
261,0.333153062,0.296120159,target
262,0.35594204,0.283229139,target
263,0.007129425,0.792298803,target
264,0.775114815,0.366225933,target
265,0.204049912,0.857178178,target
266,0.605141724,0.442323055,target
267,0.64098117,0.066505675,target
268,0.129341108,0.374390583,target
269,0.704860626,0.223588015,target
270,0.64029442,0.060795476,target
271,0.321667091,0.663267275,target
272,0.233526363,0.719145669,target
273,0.057962556,0.673127923,target
274,0.867362236,0.739776269,target
275,0.362752651,0.054473462,target
276,0.909601087,0.570987894,target
277,0.330290903,0.243923884,target
278,0.86554561,0.134009425,target
279,0.203276357,0.716363582,target
280,0.39389178,0.140178327,target
281,0.841724224,0.196440746,target
282,0.211610019,0.567237448,target
283,0.918415298,0.993275692,target
284,0.703139647,0.897858674,target
285,0.89288262,0.601187562,target
286,0.182178701,0.739236553,target
287,0.395216697,0.741957917,target
288,0.928453257,0.860009881,target
289,0.179499336,0.591281475,target
290,0.72438599,0.747754917,target
291,0.472983136,0.921168125,target
292,0.216522366,0.542055876,target
293,0.141752147,0.957382597,target
294,0.584601135,0.848218908,target
295,0.242314403,0.311485508,target
296,0.902711029,0.323159695,target
297,0.003035509,0.240092179,target
298,0.444894388,0.535602143,target
299,0.560459543,0.84150803,target
300,0.595472741,0.515302638,target
301,0.293513913,0.798210963,target
302,0.759322345,0.145626471,target
303,0.640705319,0.157331668,target
304,0.015931103,0.65315971,target
305,0.559163656,0.72987534,target
306,0.873185248,0.998975214,target
307,0.668283961,0.646804685,target
308,0.955714821,0.923747856,target
309,0.768714174,0.910445538,target
310,0.278122198,0.785260037,target
311,0.33949805,0.882269224,target
312,0.139085967,0.48215373,target
313,0.731494528,0.370873977,target
314,0.923351019,0.596494935,target
315,0.04541135,0.871683544,target
316,0.196463142,0.353556044,target
317,0.482363356,0.604549309,target
318,0.290997478,0.691878494,target
319,0.876588037,0.544078057,target
320,0.106027316,0.793172447,target
321,0.411702898,0.535394469,target
322,0.614853704,0.745950799,target
323,0.723158493,0.009694136,target
324,0.782288365,0.064440867,target
325,0.313691537,0.30842325,target
326,0.486976319,0.100711406,target
327,0.913742451,0.532731604,target
328,0.623661489,0.340787026,target
329,0.484914451,0.859740784,target
330,0.144387523,0.383953587,target
331,0.493521841,0.832517243,target
332,0.257820348,0.083158564,target
333,0.513022331,0.972337689,target
334,0.886992947,0.131734911,target
335,0.203494496,0.330972424,target
336,0.318454878,0.440043731,target
337,0.882608423,0.46194922,target
338,0.421543929,0.627899274,target
339,0.495126822,0.839930127,target
340,0.928175443,0.694042964,target
341,0.927443885,0.957085987,target
342,0.873352696,0.18318124,target
343,0.602766467,0.388352514,target
344,0.732780727,0.772747015,target
345,0.446987255,0.48369367,target
346,0.611391025,0.078681628,target
347,0.192717142,0.186513241,target
348,0.90281646,0.772883436,target
349,0.67233886,0.97643928,target
350,0.389151075,0.815362027,target
351,0.97351546,0.493592105,target
352,0.756674679,0.816614876,target
353,0.939582612,0.339840032,target
354,0.781815479,0.240509905,target
355,0.387169242,0.883833474,target
356,0.56812005,0.032735475,target
357,0.494978849,0.969059735,target
358,0.699703208,0.970839644,target
359,0.895735058,0.817048822,target
360,0.928683095,0.994869965,target
361,0.585394449,0.735224079,target
362,0.57844406,0.042618127,target
363,0.480019059,0.483745167,target
364,0.963536695,0.165007177,target
365,0.501449115,0.464594779,target
366,0.745436906,0.531506944,target
367,0.640300554,0.930211044,target
368,0.180766058,0.535591493,target
369,0.118239941,0.526871618,target
370,0.16956599,0.822403026,target
371,0.053517337,0.530288427,target
372,0.415494421,0.785625182,target
373,0.284796526,0.646103045,target
374,0.462934354,0.631428585,target
375,0.609795094,0.139011298,target
376,0.032973038,0.97770049,target
377,0.370893927,0.029869774,target
378,0.793476174,0.663190071,target
379,0.159234994,0.515716918,target
380,0.794527214,0.752032761,target
381,0.512769106,0.658115515,target
382,0.84175731,0.435665524,target
383,0.71354145,0.300838515,target
384,0.143886491,0.454527715,target
385,0.098006081,0.408110798,target
386,0.118057151,0.067513152,target
387,0.68562544,0.107835183,target
388,0.307528957,0.049144434,target
389,0.62224415,0.272069692,target
390,0.665209797,0.056640693,target
391,0.535872082,0.307323859,target
392,0.485498826,0.248949413,target
393,0.570550742,0.047584642,target
394,0.863328569,0.673550624,target
395,0.29755699,0.514984052,target
396,0.347886794,0.220896992,target
397,0.286323526,0.660143716,target
398,0.181893151,0.16909085,target
399,0.480072656,0.581145871,target
400,0.493719943,0.089767067,target
401,0.911936494,0.428597006,target
402,0.837119679,0.147706673,target
403,0.750434031,0.275534166,target
404,0.136111216,0.240569335,target
405,0.998617364,0.814149372,target
406,0.769707889,0.361966776,target
407,0.61733672,0.726030008,target
408,0.037352426,0.999449995,target
409,0.349830719,0.946413301,target
410,0.490026469,0.13605819,target
411,0.251314733,0.502787307,target
412,0.904052158,0.01162373,target
413,0.386020592,0.407071449,target
414,0.165239953,0.564291305,target
415,0.316478689,0.528421702,target
416,0.161559934,0.150099304,target
417,0.863526477,0.058127605,target
418,0.150540874,0.575511535,target
419,0.379523207,0.211276638,target
420,0.013754408,0.69783943,target
421,0.962420558,0.870743454,target
422,0.936577006,0.331184851,target
423,0.242392052,0.465020241,target
424,0.998911979,0.251719574,target
425,0.80108361,0.020673924,target
426,0.081471739,0.944434804,target
427,0.394113711,0.087760662,target
428,0.131375642,0.882128231,target
429,0.011974861,0.68855801,target
430,0.245757644,0.689806505,target
431,0.109196914,0.154516135,target
432,0.009984303,0.606954642,target
433,0.781521083,0.417686482,target
434,0.427537303,0.777802738,target
435,0.242694839,0.578955942,target
436,0.071006118,0.799592312,target
437,0.329933996,0.375136035,target
438,0.099683253,0.963088402,target
439,0.684367042,0.228070352,target
440,0.754499695,0.296983849,target
441,0.552857289,0.843783764,target
442,0.422787118,0.951339712,target
443,0.803906884,0.781486635,target
444,0.529610054,0.193894616,target
445,0.243811433,0.975260532,target
446,0.68373291,0.001424746,target
447,0.860411653,0.204872111,target
448,0.308768477,0.539257206,target
449,0.483817406,0.171270421,target
450,0.848804941,0.566406827,target
451,0.872889431,0.547061817,target
452,0.811076226,0.008178067,target
453,0.038453258,0.81669398,target
454,0.22066918,0.612381401,target
455,0.514714322,0.64858911,target
456,0.31857884,0.089152668,target
457,0.295458063,0.92555688,target
458,0.871340571,0.046539845,target
459,0.842596566,0.415132264,target
460,0.230448694,0.253783561,target
461,0.133451454,0.683491193,target
462,0.305724225,0.887334561,target
463,0.538030547,0.951234977,target
464,0.892930638,0.550250143,target
465,0.884647007,0.077642539,target
466,0.083839015,0.392294983,target
467,0.488287729,0.543130299,target
468,0.446037629,0.845737054,target
469,0.348735651,0.086613505,target
470,0.573855666,0.974345624,target
471,0.682305432,0.340990337,target
472,0.244491197,0.301266556,target
473,0.941697053,0.130841057,target
474,0.7814182,0.811083945,target
475,0.91988049,0.972379667,target
476,0.542352996,0.818151464,target
477,0.992005421,0.469135702,target
478,0.728927664,0.446629854,target
479,0.058970616,0.544938461,target
480,0.863421176,0.707309991,target
481,0.513031582,0.938937676,target
482,0.157194316,0.892417428,target
483,0.875911999,0.262367242,target
484,0.535167281,0.370331062,target
485,0.201802207,0.56912355,target
486,0.695141993,0.541736759,target
487,0.780232454,0.570746945,target
488,0.574224923,0.743597718,target
489,0.596195588,0.591039465,target
490,0.669222551,0.313318828,target
491,0.811698546,0.182826085,target
492,0.976703127,0.31465581,target
493,0.988584204,0.500705343,target
494,0.522306315,0.00334695,target
495,0.867064529,0.282412243,target
496,0.284878774,0.713843986,target
497,0.875363196,0.87835725,target
498,0.240783386,0.546207774,target
499,0.532627775,0.814035979,target
500,0.445480982,0.414148386,target
501,0.961321031,0.763632523,target
502,0.977750516,0.104078578,target
503,0.780342279,0.330418035,target
504,0.124961235,0.2147957,target
505,0.14264112,0.130327939,target
506,0.186809885,0.894006904,target
507,0.862584769,0.258486127,target
508,0.947517247,0.922116355,target
509,0.053666494,0.96113324,target
510,0.665317197,0.108788533,target
511,0.299447369,0.312433155,target
512,0.021104758,0.824030692,target
513,0.940205602,0.944595297,target
514,0.26599142,0.361117399,target
515,0.477669718,0.274519036,target
516,0.208216583,0.850737673,target
517,0.445671425,0.074650905,target
518,0.014480612,0.018535666,target
519,0.224918752,0.699055034,target
520,0.337756436,0.192453978,target
521,0.211689769,0.982161636,target
522,0.355569196,0.719967396,target
523,0.616645642,0.03847675,target
524,0.053141247,0.817884493,target
525,0.52017442,0.798429061,target
526,0.146037765,0.771479994,target
527,0.282394566,0.057908234,target
528,0.74834522,0.030566656,target
529,0.108891108,0.330493875,target
530,0.372591748,0.404421651,target
531,0.454536767,0.434452338,target
532,0.494575488,0.822565753,target
533,0.523245403,0.483718743,target
534,0.874872873,0.020381735,target
535,0.374233779,0.09405228,target
536,0.258759981,0.883974966,target
537,0.249940583,0.251549839,target
538,0.271462304,0.363045411,target
539,0.365616456,0.573416726,target
540,0.738464129,0.065789974,target
541,0.476201686,0.207061614,target
542,0.530991731,0.322212507,target
543,0.468997749,0.292569028,target
544,0.132886386,0.95161918,target
545,0.714161195,0.602224691,target
546,0.505284029,0.632225587,target
547,0.167597574,0.711012663,target
548,0.494719369,0.92175683,target
549,0.345376894,0.735876037,target
550,0.603982519,0.783915072,target
551,0.81094593,0.085552948,target
552,0.588819386,0.825138452,target
553,0.521474223,0.700373426,target
554,0.691754918,0.595722958,target
555,0.615861873,0.703563111,target
556,0.073892789,0.586421037,target
557,0.433812367,0.11680132,target
558,0.093689777,0.162959409,target
559,0.807895785,0.938890261,target
560,0.325726826,0.726893688,target
561,0.546874161,0.711527346,target
562,0.079763747,0.397390912,target
563,0.342274836,0.061520583,target
564,0.169480377,0.189907119,target
565,0.692168013,0.1397223,target
566,0.544600638,0.841156809,target
567,0.900442762,0.897069725,target
568,0.546496111,0.022296619,target
569,0.802298756,0.812224974,target
570,0.075273546,0.061874638,target
571,0.529765523,0.299703636,target
572,0.059018866,0.305909846,target
573,0.726492999,0.168943904,target
574,0.304314408,0.197954231,target
575,0.747162646,0.772360369,target
576,0.281660188,0.168372189,target
577,0.797110606,0.757947716,target
578,0.53769393,0.445595607,target
579,0.09182894,0.374907203,target
580,0.994914965,0.485374415,target
581,0.821388643,0.330758831,target
582,0.917923072,0.909676131,target
583,0.109142692,0.17139361,target
584,0.835965473,0.471652882,target
585,0.974944838,0.955077795,target
586,0.243966273,0.947685846,target
587,0.930880549,0.160581178,target
588,0.956925199,0.454875979,target
589,0.355679392,0.731414526,target
590,0.844046028,0.106236392,target
591,0.602745285,0.170138852,target
592,0.448974626,0.666691116,target
593,0.888822999,0.094127681,target
594,0.712871545,0.05426687,target
595,0.827074478,0.239431574,target
596,0.941542816,0.366327194,target
597,0.010506442,0.788701471,target
598,0.02462969,0.314418722,target
599,0.80188866,0.067343497,target
600,0.494503856,0.527502189,target
601,0.340394475,0.199680418,target
602,0.555700666,0.312308232,target
603,0.73688042,0.034436096,target
604,0.405266669,0.6581837,target
605,0.512874259,0.388499885,target
606,0.239972909,0.029369477,target
607,0.063685396,0.669310677,target
608,0.604536564,0.130401016,target
609,0.989379121,0.71002084,target
610,0.102056835,0.358863273,target
611,0.678573582,0.21654169,target
612,0.037354876,0.906450564,target
613,0.633777481,0.54334515,target
614,0.374397271,0.17315311,target
615,0.107686772,0.728091052,target
616,0.158044523,0.11073516,target
617,0.769207641,0.738389688,target
618,0.695095222,0.998455639,target
619,0.622637985,0.462929972,target
620,0.053224996,0.505366666,target
621,0.483395656,0.965873711,target
622,0.195604696,0.183211083,target
623,0.6027946,0.857664613,target
624,0.035672896,0.146851995,target
625,0.177869177,0.834664741,target
626,0.008471531,0.977330179,target
627,0.603394885,0.847857726,target
628,0.193774152,0.684016061,target
629,0.954293648,0.503133716,target
630,0.053247293,0.586059569,target
631,0.902201976,0.108016282,target
632,0.664051276,0.601438234,target
633,0.749896057,0.653875436,target
634,0.978972881,0.727587678,target
635,0.616337835,0.708744518,target
636,0.053934562,0.442177491,target
637,0.188524837,0.295207887,target
638,0.351780124,0.762279759,target
639,0.777615938,0.826576185,target
640,0.74771917,0.581396388,target
641,0.636344299,0.775045093,target
642,0.628843246,0.373326478,target
643,0.340101981,0.525494488,target
644,0.732474171,0.239410962,target
645,0.234989837,0.252544739,target
646,0.514757471,0.042406205,target
647,0.367194789,0.869169273,target
648,0.376362926,0.886292913,target
649,0.175319092,0.785047706,target
650,0.801658858,0.059095745,target
651,0.708482239,0.324523288,target
652,0.805512711,0.499948186,target
653,0.81785071,0.113899363,target
654,0.885367852,0.57201399,target
655,0.472182584,0.55183893,target
656,0.58830162,0.234552556,target
657,0.476864912,0.286267839,target
658,0.794350494,0.21564141,target
659,0.422116402,0.231751454,target
660,0.058855316,0.286153592,target
661,0.760401594,0.593097259,target
662,0.782585146,0.91971514,target
663,0.572462862,0.159293345,target
664,0.570219895,0.86827971,target
665,0.202283763,0.037802537,target
666,0.112178361,0.133775679,target
667,0.823758592,0.665414792,target
668,0.660614084,0.370988461,target
669,0.615415754,0.237630265,target
670,0.372661284,0.487534939,target
671,0.559289904,0.206437688,target
672,0.073662485,0.039186401,target
673,0.500998622,0.896287769,target
674,0.439447944,0.857353429,target
675,0.382291075,0.416166295,target
676,0.004778421,0.526745007,target
677,0.426511422,0.585875105,target
678,0.670758773,0.484118263,target
679,0.458725582,0.257460201,target
680,0.239035035,0.064507623,target
681,0.840507771,0.971410292,target
682,0.639116107,0.180831473,target
683,0.684354975,0.952432048,target
684,0.909169984,0.434410388,target
685,0.863456955,0.338656655,target
686,0.154321447,0.968562645,target
687,0.233936519,0.187356553,target
688,0.335542672,0.851474428,target
689,0.662858591,0.408067924,target
690,0.628781872,0.527963652,target
691,0.085564312,0.420917763,target
692,0.857887543,0.637492009,target
693,0.416050381,0.194205879,target
694,0.700455348,0.925731417,target
695,0.298356818,0.358884753,target
696,0.814003551,0.068271819,target
697,0.114715927,0.502032239,target
698,0.118084618,0.449749524,target
699,0.726667537,0.984270032,target
700,0.100640691,0.569533298,target
701,0.012434509,0.108482353,target
702,0.884488561,0.959195305,target
703,0.159054929,0.139765156,target
704,0.519339673,0.153801334,target
705,0.811086991,0.366379197,target
706,0.50535438,0.698245513,target
707,0.646671014,0.257947912,target
708,0.57766781,0.035986119,target
709,0.220369366,0.471834532,target
710,0.976715745,0.734853582,target
711,0.201718435,0.99074549,target
712,0.810683179,0.953921105,target
713,0.466702043,0.461376992,target
714,0.363530131,0.798081164,target
715,0.7349625,0.542035271,target
716,0.963583068,0.779603781,target
717,0.367382386,0.626242527,target
718,0.449640022,0.584506452,target
719,0.357068042,0.462195811,target
720,0.906337303,0.504771285,target
721,0.916151386,0.583875728,target
722,0.777389721,0.546666763,target
723,0.313549966,0.404140704,target
724,0.305504036,0.573713614,target
725,0.658606137,0.298510998,target
726,0.679656282,0.779497992,target
727,0.801076783,0.156676967,target
728,0.747524339,0.084570591,target
729,0.952409595,0.331914899,target
730,0.957205202,0.671188175,target
731,0.257002458,0.481628964,target
732,0.443295405,0.320152816,target
733,0.116160571,0.050112494,target
734,0.353386452,0.784047998,target
735,0.050339841,0.733768715,target
736,0.706916052,0.32490953,target
737,0.215322297,0.183326362,target
738,0.488783266,0.398554826,target
739,0.505050903,0.087009172,target
740,0.33075325,0.781688018,target
741,0.632744648,0.114600118,target
742,0.34533161,0.930277328,target
743,0.73217192,0.089983943,target
744,0.823720426,0.326772048,target
745,0.867315649,0.047264198,target
746,0.149693903,0.297795115,target
747,0.271550198,0.60332503,target
748,0.27606701,0.059548508,target
749,0.468257883,0.739721089,target
750,0.44497153,0.819765621,target
751,0.876067887,0.740373541,target
752,0.662323231,0.548928498,target
753,0.154893732,0.012789034,target
754,0.137192568,0.595814943,target
755,0.757585392,0.215923055,target
756,0.17362548,0.963775249,target
757,0.27136619,0.870176644,target
758,0.548997256,0.959814323,target
759,0.108281473,0.458487983,target
760,0.866224424,0.144171038,target
761,0.393284207,0.415366147,target
762,0.019591067,0.768047646,target
763,0.156033614,0.301012951,target
764,0.108858276,0.554368137,target
765,0.651434775,0.594534517,target
766,0.086995577,0.438785501,target
767,0.278150887,0.481526162,target
768,0.481375698,0.985268597,target
769,0.801882599,0.224851575,target
770,0.497634183,0.684149371,target
771,0.423688799,0.47022345,target
772,0.150776566,0.771499658,target
773,0.326342038,0.403747659,target
774,0.483023808,0.306912456,target
775,0.406651273,0.971771556,target
776,0.968913109,0.00945758,target
777,0.946439685,0.283041364,target
778,0.446148336,0.973141736,target
779,0.584511079,0.834194092,target
780,0.705723805,0.962835816,target
781,0.882713085,0.862998269,target
782,0.641526149,0.907844513,target
783,0.16172576,0.371300795,target
784,0.174329799,0.731850465,target
785,0.060979423,0.494867405,target
786,0.163289328,0.729231287,target
787,0.250896779,0.576371583,target
788,0.495093723,0.450938631,target
789,0.605625122,0.13092934,target
790,0.274681801,0.615417188,target
791,0.639704831,0.831870865,target
792,0.361017631,0.25729307,target
793,0.714928829,0.69276572,target
794,0.221467463,0.204370308,target
795,0.165548285,0.032483898,target
796,0.808841672,0.656352337,target
797,0.199174382,0.312313555,target
798,0.746772266,0.522241587,target
799,0.398738381,0.153827933,target
800,0.75283938,0.338208578,target
801,0.083849328,0.54526498,target
802,0.969798851,0.942307315,target
803,0.140909547,0.974795344,target
804,0.035714598,0.544182077,target
805,0.545785571,0.291000782,target
806,0.649206684,0.62352767,target
807,0.042795516,0.829041974,target
808,0.864632705,0.598993626,target
809,0.074676842,0.433961335,target
810,0.20885849,0.93388596,target
811,0.595610477,0.969393267,target
812,0.119606768,0.637059374,target
813,0.405063094,0.032865927,target
814,0.730188953,0.346321062,target
815,0.1105383,0.164326821,target
816,0.933414699,0.112961158,target
817,0.03918625,0.547820614,target
818,0.613493467,0.780832624,target
819,0.391670643,0.273234993,target
820,0.359871017,0.185806287,target
821,0.203032291,0.379557009,target
822,0.422577619,0.669418328,target
823,0.329527038,0.836599193,target
824,0.542342679,0.789826445,target
825,0.875115834,0.214081338,target
826,0.427687925,0.901275927,target
827,0.741666097,0.30301744,target
828,0.460006949,0.19314569,target
829,0.736609305,0.543041068,target
830,0.581712838,0.214612809,target
831,0.689026751,0.351611531,target
832,0.941205072,0.662405883,target
833,0.914133661,0.42005007,target
834,0.680525291,0.254224331,target
835,0.520219829,0.604810813,target
836,0.016038232,0.036847974,target
837,0.003378437,0.096194456,target
838,0.525120495,0.623013705,target
839,0.707254823,0.339821266,target
840,0.386886904,0.137151812,target
841,0.562587866,0.3528412,target
842,0.898864498,0.954539284,target
843,0.450142403,0.139163585,target
844,0.631289475,0.84686922,target
845,0.203546399,0.629383909,target
846,0.077171498,0.502226404,target
847,0.435222405,0.906054494,target
848,0.131769015,0.245849507,target
849,0.524431573,0.306911932,target
850,0.27270151,0.121540154,target
851,0.884127724,0.383887159,target
852,0.852480253,0.640164476,target
853,0.073442376,0.939095672,target
854,0.320025324,0.989318019,target
855,0.663282251,0.917153972,target
856,0.629606493,0.714834559,target
857,0.640270886,0.155041064,target
858,0.375968657,0.769597075,target
859,0.562771825,0.820308968,target
860,0.426903702,0.960871837,target
861,0.515174681,0.117476661,target
862,0.540053069,0.379266912,target
863,0.057774578,0.538373064,target
864,0.111013076,0.089535635,target
865,0.226814088,0.206883284,target
866,0.273856077,0.816878864,target
867,0.901318419,0.050941229,target
868,0.598669143,0.073827196,target
869,0.111966035,0.099494071,target
870,0.450397817,0.42711014,target
871,0.979499107,0.532621768,target
872,0.662650289,0.712856237,target
873,0.722725787,0.785881324,target
